Date	Year	MSA_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI

06-30-2001|2001|DAYTON, OH|27|324,034,520|254|8,776,294|1,452.8232
06-30-2001|2001|Dayton-Kettering, OH|0|-|-|-|-
06-30-2001|2001|DECATUR, AL|15|198,522,363|48|1,572,195|1,006.4609
06-30-2001|2001|DECATUR, IL|16|53,943,274|45|1,467,987|1,626.0758
06-30-2001|2001|DELTONA-DAYTONA BEACH-ORMOND BEACH, FL|27|1,281,920,838|159|6,362,349|1,465.5133
06-30-2001|2001|DENVER-AURORA-LAKEWOOD, CO|91|429,054,839|531|28,647,649|846.4879
06-30-2001|2001|DES MOINES-WEST DES MOINES, IA|45|783,293,693|184|8,660,653|1,410.6659
06-30-2001|2001|DETROIT-WARREN-DEARBORN, MI|57|314,500,441|1,050|67,310,530|1,488.8918
06-30-2001|2001|DOTHAN, AL|19|163,904,420|50|1,788,309|1,190.7957
06-30-2001|2001|DOVER, DE|11|17,957,671|32|1,067,652|2,156.8961
06-30-2001|2001|DUBUQUE, IA|10|78,250,410|32|1,385,104|2,446.2928
06-30-2001|2001|DULUTH, MN-WI|34|160,443,639|88|2,565,067|1,069.4922
06-30-2001|2001|DURHAM-CHAPEL HILL, NC|19|948,735,824|125|4,785,040|1,925.6600
06-30-2001|2001|EAST STROUDSBURG, PA|15|362,814,768|53|1,357,367|1,608.1845
06-30-2001|2001|EAU CLAIRE, WI|20|121,572,917|58|1,527,163|821.3141
06-30-2001|2001|EL CENTRO, CA|8|915,376,289|19|1,071,486|2,331.6619
06-30-2001|2001|EL PASO, TX|14|1,000,223,395|68|3,604,298|2,039.6084
06-30-2001|2001|ELIZABETHTOWN-FORT KNOX, KY|18|150,267,066|53|1,338,794|1,035.3014
06-30-2001|2001|ELKHART-GOSHEN, IN|14|170,909,125|59|1,711,534|1,794.6326
06-30-2001|2001|ELMIRA, NY|9|719,710,102|24|1,078,014|1,970.3348
06-30-2001|2001|Enid, OK|0|-|-|-|-
06-30-2001|2001|ERIE, PA|9|122,095,715|88|2,847,828|1,759.1897
06-30-2001|2001|EUGENE, OR|17|948,485,262|82|2,400,361|1,041.8147
06-30-2001|2001|Eugene-Springfield, OR|0|-|-|-|-
06-30-2001|2001|EVANSVILLE, IN-KY|16|131,714,911|91|4,669,803|3,282.7454
06-30-2001|2001|FAIRBANKS, AK|6|82,061,166|16|608,300|1,908.1994
06-30-2001|2001|FARGO, ND-MN|31|134,084,581|80|2,793,144|839.0148
06-30-2001|2001|FARMINGTON, NM|6|571,346,180|24|752,268|3,232.1255
06-30-2001|2001|FAYETTEVILLE, NC|13|936,785,263|64|1,791,459|1,918.6782
06-30-2001|2001|Fayetteville-Springdale-Rogers, AR|0|-|-|-|-
06-30-2001|2001|FAYETTEVILLE-SPRINGDALE-ROGERS, AR-MO|30|690,929,395|143|4,516,291|570.0347
06-30-2001|2001|FLAGSTAFF, AZ|8|630,392,799|30|531,738|1,837.7356
06-30-2001|2001|FLINT, MI|13|119,468,507|100|3,634,128|2,273.2583
06-30-2001|2001|FLORENCE, SC|22|890,132,919|70|1,780,102|947.0469
06-30-2001|2001|FLORENCE-MUSCLE SHOALS, AL|14|294,764,124|64|1,813,750|1,030.6540
06-30-2001|2001|FOND DU LAC, WI|15|128,533,500|35|1,270,503|1,469.9918
06-30-2001|2001|FORT COLLINS, CO|25|281,830,500|67|2,798,375|1,448.8940
06-30-2001|2001|FORT SMITH, AR-OK|23|134,206,586|100|3,017,333|934.1551
06-30-2001|2001|FORT WAYNE, IN|22|90,689,000|120|4,073,242|1,305.5578
06-30-2001|2001|FRESNO, CA|26|1,104,784,071|140|6,085,432|1,105.1987
06-30-2001|2001|GADSDEN, AL|9|162,971,851|26|979,424|1,528.4052
06-30-2001|2001|GAINESVILLE, FL|16|964,037,945|65|1,881,704|1,489.3390
06-30-2001|2001|GAINESVILLE, GA|14|879,392,260|44|1,805,810|2,163.9074
06-30-2001|2001|GETTYSBURG, PA|7|113,610,959|34|954,865|2,740.9976
06-30-2001|2001|GLENS FALLS, NY|9|391,755,680|47|1,501,833|2,758.1565
06-30-2001|2001|GOLDSBORO, NC|10|707,286,407|33|958,439|2,333.7375
06-30-2001|2001|GRAND FORKS, ND-MN|18|84,828,243|40|1,133,103|1,265.2482
06-30-2001|2001|GRAND ISLAND, NE|25|103,222,059|50|1,328,125|844.5378
06-30-2001|2001|GRAND JUNCTION, CO|16|176,878,567|38|1,201,702|1,172.9437
06-30-2001|2001|Grand Rapids-Kentwood, MI|0|-|-|-|-
06-30-2001|2001|GRAND RAPIDS-WYOMING, MI|43|162,706,284|324|11,739,587|1,748.4254
06-30-2001|2001|GRANTS PASS, OR|11|778,778,903|24|808,409|1,134.6360
06-30-2001|2001|GREAT FALLS, MT|9|5,906,642|23|748,309|1,655.8932
06-30-2001|2001|GREELEY, CO|24|280,353,211|50|1,783,587|1,065.2819
06-30-2001|2001|GREEN BAY, WI|22|129,522,637|103|4,303,752|1,319.9328
06-30-2001|2001|GREENSBORO-HIGH POINT, NC|27|996,419,753|207|8,038,083|1,067.7186
06-30-2001|2001|GREENVILLE, NC|12|946,242,883|39|1,139,811|1,692.8552
06-30-2001|2001|Greenville-Anderson, SC|0|-|-|-|-
06-30-2001|2001|GREENVILLE-ANDERSON-MAULDIN, SC|32|1,041,876,858|251|8,751,922|874.4782
06-30-2001|2001|GUAYAMA, PR|5|39,095,136|11|266,111|3,841.7533
06-30-2001|2001|Gulfport-Biloxi, MS|0|-|-|-|-
06-30-2001|2001|GULFPORT-BILOXI-PASCAGOULA, MS|12|137,775,188|116|3,443,506|2,164.7764
06-30-2001|2001|HAGERSTOWN-MARTINSBURG, MD-WV|16|149,554,704|82|2,015,463|1,046.0277
06-30-2001|2001|HAMMOND, LA|13|200,054,710|33|783,880|1,538.1334
06-30-2001|2001|HANFORD-CORCORAN, CA|14|1,063,712,251|18|712,863|1,303.0138
06-30-2001|2001|HARRISBURG-CARLISLE, PA|29|391,030,911|215|6,662,900|937.8095
06-30-2001|2001|HARRISONBURG, VA|17|977,208,596|50|1,296,218|1,107.4030
06-30-2001|2001|Hartford-East Hartford-Middletown, CT|0|-|-|-|-
06-30-2001|2001|HARTFORD-WEST HARTFORD-EAST HARTFORD, CT|38|505,185,349|378|22,076,876|1,541.5454
06-30-2001|2001|HATTIESBURG, MS|14|136,539,704|54|1,489,821|1,607.4588
06-30-2001|2001|HICKORY-LENOIR-MORGANTON, NC|17|947,809,850|101|3,642,510|1,218.9788
06-30-2001|2001|Hilton Head Island-Bluffton, SC|0|-|-|-|-
06-30-2001|2001|HILTON HEAD ISLAND-BLUFFTON-BEAUFORT, SC|16|922,468,260|60|2,034,890|1,007.0158
06-30-2001|2001|HINESVILLE, GA|5|228,179,899|13|243,817|5,379.3076
06-30-2001|2001|HOMOSASSA SPRINGS, FL|12|794,484,322|40|1,649,963|1,319.9771
06-30-2001|2001|HOT SPRINGS, AR|11|685,800,093|44|1,078,618|2,437.6743
06-30-2001|2001|HOUMA-THIBODAUX, LA|13|242,404,861|77|2,268,557|1,799.1822
06-30-2001|2001|HOUSTON-THE WOODLANDS-SUGAR LAND, TX|110|1,575,396,522|1,006|66,601,964|1,296.4980
06-30-2001|2001|HUNTINGTON-ASHLAND, WV-KY-OH|34|259,504,457|131|4,046,200|537.5565
06-30-2001|2001|HUNTSVILLE, AL|14|198,524,568|87|3,714,167|1,275.4044
06-30-2001|2001|IDAHO FALLS, ID|10|794,225,289|34|839,053|1,991.6411
06-30-2001|2001|INDIANAPOLIS-CARMEL-ANDERSON, IN|52|225,487,439|542|21,445,902|1,364.4862
06-30-2001|2001|IOWA CITY, IA|21|213,342,957|48|1,802,699|1,621.1347
06-30-2001|2001|ITHACA, NY|9|305,568,877|31|1,032,402|2,992.8004
06-30-2001|2001|JACKSON, MI|9|75,426,802|51|1,457,722|2,167.9532
06-30-2001|2001|JACKSON, MS|20|138,338,073|196|5,920,407|2,002.9902
06-30-2001|2001|JACKSON, TN|17|143,365,318|61|1,507,959|1,246.9035
06-30-2001|2001|JACKSONVILLE, FL|35|1,090,046,209|244|11,102,048|2,034.6975
06-30-2001|2001|JACKSONVILLE, NC|7|711,329,209|23|585,289|2,304.7745
06-30-2001|2001|JANESVILLE-BELOIT, WI|18|131,676,455|44|1,540,559|1,160.8905
