Date	Year	state_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI
06-30-2011	2011	South Dakota	92	1,609,200,065	480	84,909,031	6,249.7536
06-30-2011	2011	Tennessee	230	3,752,285,227	2,293	116,716,017	586.8342
06-30-2011	2011	Texas	663	7,236,536,098	6,875	543,733,476	726.6209
06-30-2011	2011	Utah	71	5,414,195,764	604	293,722,631	951.3148
06-30-2011	2011	Vermont	23	431,172,536	266	10,923,718	1,248.4094
06-30-2011	2011	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2011	2011	Virginia	151	5,514,983,724	2,687	227,963,434	869.5047
06-30-2011	2011	Washington	105	5,375,889,343	1,891	109,263,750	868.7295
06-30-2011	2011	West Virginia	83	2,738,891,602	671	29,153,082	628.2411
06-30-2011	2011	Wisconsin	296	3,874,569,738	2,320	128,627,770	697.1262
06-30-2011	2011	Wyoming	47	1,574,479,929	231	12,413,460	746.4358
06-30-2012	2012	Alabama	172	2,237,114,616	1,572	84,594,715	941.1395
06-30-2012	2012	Alaska	8	1,358,568,402	132	10,138,518	3,314.7916
06-30-2012	2012	American Samoa	2	14,089,942	5	189,195	5,005.8059
06-30-2012	2012	Arizona	74	5,583,898,351	1,360	86,752,956	1,753.0849
06-30-2012	2012	Arkansas	144	3,501,999,500	1,447	53,384,259	373.6005
06-30-2012	2012	California	295	7,462,372,262	7,296	953,488,266	1,173.7376
06-30-2012	2012	Colorado	156	5,500,799,917	1,623	99,634,136	961.3174
06-30-2012	2012	Connecticut	71	7,185,106,245	1,293	102,651,205	990.6128
06-30-2012	2012	Delaware	41	5,738,512,512	293	363,745,983	1,783.1383
06-30-2012	2012	District Of Columbia	35	7,475,144,350	244	33,135,034	1,210.7584
06-30-2012	2012	Federated States Of Micronesia	2	1,315,751	8	194,519	5,118.0508
06-30-2012	2012	Florida	292	8,537,683,757	5,601	423,907,631	790.3224
06-30-2012	2012	Georgia	278	6,203,051,706	2,651	186,242,989	890.1960
06-30-2012	2012	Guam	7	1,345,460,536	33	2,247,862	2,186.3252
06-30-2012	2012	Hawaii	13	53,404,121	280	33,166,534	2,625.3882
06-30-2012	2012	Idaho	35	5,203,010,062	536	19,490,175	1,029.8350
06-30-2012	2012	Illinois	624	7,627,636,534	4,887	393,026,185	532.5966
06-30-2012	2012	Indiana	180	6,086,606,857	2,352	102,166,509	442.1898
06-30-2012	2012	Iowa	362	3,385,055,733	1,599	72,825,523	195.2064
06-30-2012	2012	Kansas	348	3,467,704,531	1,533	62,909,542	219.6475
06-30-2012	2012	Kentucky	221	3,195,240,256	1,781	70,913,570	307.4880
06-30-2012	2012	Louisiana	158	2,361,643,177	1,631	88,771,454	911.8200
06-30-2012	2012	Maine	33	1,829,662,031	517	33,579,769	1,350.3713
06-30-2012	2012	Marshall Islands	1	1,211,571	1	48,129	10,000.0000
06-30-2012	2012	Maryland	123	5,651,627,703	1,752	120,829,935	940.4506
06-30-2012	2012	Massachusetts	185	6,100,097,189	2,210	271,509,666	1,002.8787
06-30-2012	2012	Michigan	160	5,589,021,144	2,949	166,627,322	815.7683
06-30-2012	2012	Minnesota	428	3,479,313,674	1,801	200,975,063	2,383.1691
06-30-2012	2012	Mississippi	104	1,659,754,084	1,203	46,437,404	638.7442
06-30-2012	2012	Missouri	377	2,908,652,279	2,423	141,785,613	425.1434
06-30-2012	2012	Montana	72	1,647,371,574	394	18,895,747	850.1410
06-30-2012	2012	Nebraska	229	1,768,235,939	1,082	51,666,365	438.7908
06-30-2012	2012	Nevada	48	6,788,901,018	544	112,962,920	3,504.5861
06-30-2012	2012	New Hampshire	41	1,920,524,894	429	27,915,892	1,346.6170
06-30-2012	2012	New Jersey	162	7,524,865,493	3,277	268,444,413	687.7595
06-30-2012	2012	New Mexico	64	3,302,288,820	512	26,180,639	973.9186
06-30-2012	2012	New York	236	8,555,087,646	5,441	1,065,665,215	1,593.3069
06-30-2012	2012	North Carolina	119	3,964,212,473	2,720	341,761,115	2,872.6306
06-30-2012	2012	North Dakota	98	1,711,186,002	439	21,285,142	356.3060
06-30-2012	2012	Northern Mariana Islands	3	31,616,772	9	468,270	3,423.9511
06-30-2012	2012	Ohio	264	5,808,918,294	4,026	243,952,787	760.1316
06-30-2012	2012	Oklahoma	255	3,623,121,916	1,397	74,431,118	398.2962
06-30-2012	2012	Oregon	61	5,639,116,453	1,125	66,195,027	986.5157
06-30-2012	2012	Palau	2	1,332,656	2	57,313	6,306.8586
06-30-2012	2012	Pennsylvania	241	7,790,295,220	4,647	312,490,626	720.4418
06-30-2012	2012	Puerto Rico	9	1,384,576,939	433	53,491,569	2,089.9146
06-30-2012	2012	Rhode Island	26	2,223,888,660	259	44,916,379	1,987.0201
06-30-2012	2012	South Carolina	94	3,806,022,614	1,401	67,387,036	799.8957
06-30-2012	2012	South Dakota	92	3,045,299,338	475	315,046,692	5,515.6401
06-30-2012	2012	Tennessee	227	3,915,950,499	2,275	118,395,310	591.6269
06-30-2012	2012	Texas	648	7,774,130,723	6,856	599,030,737	721.9960
06-30-2012	2012	Utah	66	4,228,224,085	598	339,597,307	963.9283
06-30-2012	2012	Vermont	24	451,999,125	257	11,705,166	1,271.8674
06-30-2012	2012	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2012	2012	Virginia	149	5,815,646,378	2,644	248,783,158	896.5962
06-30-2012	2012	Washington	103	7,107,190,065	1,876	113,262,208	888.6843
06-30-2012	2012	West Virginia	82	2,890,140,276	671	30,279,108	683.8713
06-30-2012	2012	Wisconsin	295	4,211,398,839	2,287	132,811,894	780.8869
06-30-2012	2012	Wyoming	46	1,702,336,428	228	13,008,274	736.1841
06-30-2013	2013	Alabama	171	2,377,836,637	1,566	86,102,041	933.7211
06-30-2013	2013	Alaska	8	1,469,610,238	132	10,126,826	3,312.8691
06-30-2013	2013	American Samoa	2	14,443,611	5	175,463	5,795.1243
06-30-2013	2013	Arizona	71	5,752,760,403	1,338	91,855,196	1,793.9737
06-30-2013	2013	Arkansas	146	3,583,037,863	1,442	53,116,647	362.8956
06-30-2013	2013	California	276	7,701,951,958	7,296	1,015,821,377	1,162.3983
06-30-2013	2013	Colorado	152	5,664,946,625	1,589	105,676,170	972.5515
06-30-2013	2013	Connecticut	70	7,336,903,746	1,278	107,088,246	1,017.9946
06-30-2013	2013	Delaware	40	5,857,671,760	286	396,243,346	1,753.5904
06-30-2013	2013	District Of Columbia	35	7,636,891,825	241	36,465,889	1,204.3880
06-30-2013	2013	Federated States Of Micronesia	2	1,395,510	8	208,044	5,080.0139
06-30-2013	2013	Florida	281	8,809,658,883	5,548	441,108,264	780.3290
06-30-2013	2013	Georgia	267	6,368,898,210	2,576	187,642,255	928.7385
06-30-2013	2013	Guam	6	1,388,404,551	29	2,337,123	2,248.4177
06-30-2013	2013	Hawaii	13	55,857,599	280	33,777,805	2,589.4882
06-30-2013	2013	Idaho	35	5,345,548,378	531	20,225,254	1,027.0380
06-30-2013	2013	Illinois	601	7,835,896,439	4,822	408,472,361	572.1125
06-30-2013	2013	Indiana	173	6,229,146,710	2,284	105,190,850	459.2811
06-30-2013	2013	Iowa	358	3,467,131,995	1,591	73,875,397	194.8455
06-30-2013	2013	Kansas	332	3,591,387,259	1,518	64,546,562	225.7378
06-30-2013	2013	Kentucky	213	3,287,542,940	1,752	70,525,768	311.0735
06-30-2013	2013	Louisiana	154	2,396,233,491	1,633	93,507,722	931.2380
06-30-2013	2013	Maine	32	1,810,980,139	515	37,735,947	1,739.7490
06-30-2013	2013	Marshall Islands	1	1,283,354	1	63,070	10,000.0000
06-30-2013	2013	Maryland	120	5,785,137,745	1,724	121,259,543	947.1439
06-30-2013	2013	Massachusetts	181	6,279,260,942	2,218	288,381,314	1,040.4771
06-30-2013	2013	Michigan	156	5,742,287,973	2,918	168,912,677	857.6670
06-30-2013	2013	Minnesota	414	3,575,189,033	1,776	211,926,060	2,578.2536
06-30-2013	2013	Mississippi	105	1,768,053,986	1,194	47,663,828	613.1142
06-30-2013	2013	Missouri	356	2,912,053,592	2,394	150,589,096	453.2685
06-30-2013	2013	Montana	71	1,762,233,723	397	19,883,649	870.6139
06-30-2013	2013	Nebraska	224	1,898,526,644	1,090	55,128,936	459.6318
06-30-2013	2013	Nevada	46	6,951,625,098	535	133,807,665	4,017.7264
06-30-2013	2013	New Hampshire	41	1,881,530,327	432	28,239,795	1,343.0278
06-30-2013	2013	New Jersey	158	7,704,085,983	3,241	276,313,267	729.3179
06-30-2013	2013	New Mexico	63	3,392,094,029	514	27,157,019	990.9529
06-30-2013	2013	New York	225	8,788,758,512	5,382	1,147,892,634	1,599.6828
06-30-2013	2013	North Carolina	111	4,068,310,719	2,634	348,055,186	2,871.3563
06-30-2013	2013	North Dakota	97	1,832,658,399	437	23,099,190	362.5358
06-30-2013	2013	Northern Mariana Islands	3	32,493,164	9	524,155	3,472.3589
06-30-2013	2013	Ohio	258	4,696,683,935	3,977	257,967,301	801.5644
06-30-2013	2013	Oklahoma	249	3,655,390,751	1,385	75,889,730	386.8024
06-30-2013	2013	Oregon	57	5,784,281,806	1,100	58,598,885	1,116.9548
06-30-2013	2013	Palau	2	1,407,658	2	61,067	6,414.1928
06-30-2013	2013	Pennsylvania	235	7,995,783,960	4,584	315,329,062	769.8124
06-30-2013	2013	Puerto Rico	8	1,423,695,640	419	52,516,432	2,105.6452
06-30-2013	2013	Rhode Island	23	2,165,765,128	258	28,829,382	2,580.8538
06-30-2013	2013	South Carolina	93	3,900,637,445	1,376	68,485,490	848.6801
06-30-2013	2013	South Dakota	87	3,214,613,756	468	376,226,086	5,491.3617
06-30-2013	2013	Tennessee	223	4,013,921,757	2,259	118,553,889	581.1163
06-30-2013	2013	Texas	612	7,948,306,770	6,853	652,052,827	764.7940
06-30-2013	2013	Utah	65	4,432,660,127	587	392,346,382	999.8572
06-30-2013	2013	Vermont	24	463,941,586	256	11,745,641	1,273.2636
06-30-2013	2013	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2013	2013	Virginia	145	5,936,263,156	2,608	240,786,872	882.1815
06-30-2013	2013	Washington	98	5,979,887,924	1,864	117,772,340	916.4856
06-30-2013	2013	West Virginia	81	2,974,066,121	670	30,623,983	675.9393
06-30-2013	2013	Wisconsin	285	4,417,938,184	2,265	129,713,962	718.1420
06-30-2013	2013	Wyoming	46	1,828,401,625	229	13,491,729	770.0107
06-30-2014	2014	Alabama	170	2,615,497,216	1,553	88,903,398	988.8288
06-30-2014	2014	Alaska	7	1,630,431,474	130	10,661,883	3,278.0660
06-30-2014	2014	American Samoa	2	15,155,228	3	160,673	5,884.8866
06-30-2014	2014	Arizona	67	6,264,533,789	1,314	97,220,354	1,764.9410
06-30-2014	2014	Arkansas	137	3,947,980,080	1,388	53,811,807	423.9567
06-30-2014	2014	California	256	8,254,140,774	7,267	1,086,090,434	1,142.3667
06-30-2014	2014	Colorado	148	6,165,403,861	1,572	109,415,607	1,004.5466
06-30-2014	2014	Connecticut	64	7,842,590,401	1,259	113,194,486	1,089.9989
06-30-2014	2014	Delaware	41	6,113,473,805	278	415,539,631	1,698.6045
06-30-2014	2014	District Of Columbia	34	8,467,780,790	235	41,313,202	1,225.2245
06-30-2014	2014	Federated States Of Micronesia	2	1,590,278	8	232,176	5,091.2195
06-30-2014	2014	Florida	267	9,434,789,837	5,450	462,364,446	773.2011
06-30-2014	2014	Georgia	259	7,055,456,934	2,526	197,002,674	979.3777
06-30-2014	2014	Guam	6	1,391,316,741	27	2,354,157	2,815.4398
06-30-2014	2014	Hawaii	13	59,632,875	282	36,575,935	2,638.5764
06-30-2014	2014	Idaho	34	5,834,527,218	520	20,551,233	1,091.9194
06-30-2014	2014	Illinois	590	8,290,852,541	4,697	435,589,565	641.9926
06-30-2014	2014	Indiana	165	5,190,977,774	2,221	108,005,547	490.0481
06-30-2014	2014	Iowa	349	3,820,994,152	1,583	75,679,893	203.6155
06-30-2014	2014	Kansas	329	3,970,345,212	1,491	66,385,350	223.1542
06-30-2014	2014	Kentucky	208	3,416,973,550	1,724	71,297,047	323.5284
06-30-2014	2014	Louisiana	152	2,558,644,182	1,593	96,152,029	905.6398
06-30-2014	2014	Maine	32	1,970,036,719	499	37,787,394	1,624.1160
06-30-2014	2014	Marshall Islands	1	1,465,782	1	70,256	10,000.0000
06-30-2014	2014	Maryland	116	6,189,153,757	1,669	123,617,636	971.7859
06-30-2014	2014	Massachusetts	178	8,213,069,788	2,227	346,200,609	1,370.3902
06-30-2014	2014	Michigan	151	6,249,681,196	2,846	176,935,025	918.5168
06-30-2014	2014	Minnesota	399	3,944,732,945	1,752	254,855,681	3,089.0493
06-30-2014	2014	Mississippi	104	1,965,527,971	1,177	47,900,066	626.1684
06-30-2014	2014	Missouri	351	4,687,131,794	2,373	157,689,485	475.0741
06-30-2014	2014	Montana	71	1,963,333,672	399	20,611,173	860.9679
06-30-2014	2014	Nebraska	215	2,107,340,072	1,090	58,085,822	551.8834
06-30-2014	2014	Nevada	45	7,401,479,743	527	148,583,779	4,225.3967
06-30-2014	2014	New Hampshire	42	2,052,306,566	431	28,897,852	1,306.3171
06-30-2014	2014	New Jersey	148	8,233,845,852	3,171	286,333,238	728.1337
06-30-2014	2014	New Mexico	63	3,750,537,596	510	28,278,775	1,053.2297
06-30-2014	2014	New York	221	9,403,821,482	5,308	1,293,244,243	1,522.2395
06-30-2014	2014	North Carolina	100	4,444,151,311	2,571	339,873,308	2,593.9602
06-30-2014	2014	North Dakota	95	2,035,077,163	429	24,843,080	378.7837
06-30-2014	2014	Northern Mariana Islands	3	34,416,099	8	550,061	3,556.0547
06-30-2014	2014	Ohio	249	5,100,313,018	3,879	271,529,295	813.8824
06-30-2014	2014	Oklahoma	241	3,943,685,448	1,381	79,405,281	405.6513
06-30-2014	2014	Oregon	55	6,286,529,861	1,065	61,993,096	1,162.6497
06-30-2014	2014	Palau	2	1,601,655	2	70,996	6,468.5275
06-30-2014	2014	Pennsylvania	231	8,550,470,843	4,477	318,418,249	808.6418
06-30-2014	2014	Puerto Rico	8	1,420,833,721	391	55,043,624	2,192.2226
06-30-2014	2014	Rhode Island	22	2,361,698,364	261	27,067,838	2,288.9110
06-30-2014	2014	South Carolina	91	4,302,875,117	1,358	69,908,703	890.2599
06-30-2014	2014	South Dakota	85	3,423,760,410	462	417,975,709	5,187.0239
06-30-2014	2014	Tennessee	219	4,399,438,861	2,221	122,135,494	563.7000
06-30-2014	2014	Texas	579	8,524,690,739	6,808	719,813,272	883.1868
06-30-2014	2014	Utah	63	4,844,089,003	575	448,587,179	1,064.5102
06-30-2014	2014	Vermont	23	491,453,427	251	11,776,548	1,261.5018
06-30-2014	2014	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2014	2014	Virginia	139	6,339,822,021	2,537	239,964,815	867.5015
06-30-2014	2014	Washington	92	6,496,620,249	1,832	122,991,464	906.8946
06-30-2014	2014	West Virginia	78	3,178,659,462	661	31,003,188	647.1908
06-30-2014	2014	Wisconsin	278	4,796,618,906	2,203	136,507,541	799.6987
06-30-2014	2014	Wyoming	46	2,034,315,839	230	13,928,497	787.3801
06-30-2015	2015	Alabama	169	2,766,626,564	1,533	91,442,226	934.6758
06-30-2015	2015	Alaska	7	1,709,858,562	129	11,481,434	3,383.3080
06-30-2015	2015	American Samoa	2	15,822,729	3	174,216	5,768.1249
06-30-2015	2015	Arizona	66	6,314,769,221	1,287	105,623,399	1,752.6860
06-30-2015	2015	Arkansas	129	4,133,355,664	1,365	56,497,725	457.0684
06-30-2015	2015	California	242	8,315,228,297	7,099	1,161,213,120	1,108.0013
06-30-2015	2015	Colorado	145	6,235,257,466	1,543	116,721,151	978.4729
06-30-2015	2015	Connecticut	63	7,753,343,909	1,235	120,399,743	1,084.4707
06-30-2015	2015	Delaware	40	6,368,498,922	274	344,553,476	1,630.7742
06-30-2015	2015	District Of Columbia	35	8,552,153,973	232	44,775,841	1,313.1562
06-30-2015	2015	Federated States Of Micronesia	2	1,673,419	8	247,127	5,051.8634
06-30-2015	2015	Florida	254	9,631,042,492	5,387	502,929,707	794.3686
06-30-2015	2015	Georgia	248	7,161,987,961	2,482	213,282,287	1,014.6661
06-30-2015	2015	Guam	6	1,336,635,479	26	2,414,208	2,805.9747
06-30-2015	2015	Hawaii	13	66,990,419	279	38,407,433	2,656.2071
06-30-2015	2015	Idaho	33	5,894,127,321	517	21,771,198	1,095.8088
06-30-2015	2015	Illinois	564	8,313,118,527	4,629	465,413,386	646.4862
06-30-2015	2015	Indiana	161	5,194,485,439	2,185	113,401,156	506.0336
06-30-2015	2015	Iowa	339	3,997,758,365	1,562	78,297,487	204.9743
06-30-2015	2015	Kansas	320	4,177,945,673	1,472	68,159,518	226.5427
06-30-2015	2015	Kentucky	196	3,323,643,517	1,701	74,726,717	372.1263
06-30-2015	2015	Louisiana	147	2,431,892,454	1,584	99,971,072	886.0770
06-30-2015	2015	Maine	32	2,047,553,137	501	24,926,564	651.2008
06-30-2015	2015	Marshall Islands	1	1,544,313	1	90,614	10,000.0000
06-30-2015	2015	Maryland	112	6,294,913,930	1,618	130,612,348	1,001.9792
06-30-2015	2015	Massachusetts	172	8,241,657,957	2,191	371,438,781	1,453.3380
06-30-2015	2015	Michigan	142	6,278,512,069	2,743	190,536,264	914.6194
06-30-2015	2015	Minnesota	380	4,125,601,681	1,745	213,087,062	2,282.0077
06-30-2015	2015	Mississippi	100	2,058,503,421	1,159	49,565,071	630.0125
06-30-2015	2015	Missouri	344	4,914,743,918	2,354	157,147,753	446.5265
06-30-2015	2015	Montana	65	2,060,971,313	392	21,346,197	965.3277
06-30-2015	2015	Nebraska	211	2,214,468,617	1,074	60,384,979	539.2044
06-30-2015	2015	Nevada	45	7,416,090,333	504	169,288,937	4,517.2913
06-30-2015	2015	New Hampshire	42	2,165,905,745	430	31,273,802	1,372.5854
06-30-2015	2015	New Jersey	146	8,284,616,720	3,112	301,749,007	724.3231
06-30-2015	2015	New Mexico	59	3,933,046,183	497	30,156,556	1,065.1621
06-30-2015	2015	New York	217	9,523,543,158	5,270	1,381,041,586	1,464.4740
06-30-2015	2015	North Carolina	99	4,691,826,437	2,527	353,353,293	2,758.7719
06-30-2015	2015	North Dakota	88	2,146,878,009	429	25,864,830	406.4086
06-30-2015	2015	Northern Mariana Islands	3	36,355,665	8	647,464	3,482.5551
06-30-2015	2015	Ohio	235	5,311,742,747	3,839	295,043,994	843.0862
06-30-2015	2015	Oklahoma	233	3,873,610,230	1,351	83,088,487	425.7120
06-30-2015	2015	Oregon	51	6,167,159,208	1,048	65,738,823	1,172.1079
06-30-2015	2015	Palau	2	1,674,828	2	99,891	7,031.2965
06-30-2015	2015	Pennsylvania	222	8,471,149,123	4,393	356,316,269	805.2256
06-30-2015	2015	Puerto Rico	7	1,358,066,893	377	67,912,336	2,765.8909
06-30-2015	2015	Rhode Island	23	2,498,278,418	263	28,023,693	2,274.1927
06-30-2015	2015	South Carolina	90	4,540,963,954	1,324	75,106,371	929.6142
06-30-2015	2015	South Dakota	85	3,488,956,936	467	450,487,744	4,741.5928
06-30-2015	2015	Tennessee	214	4,625,408,243	2,186	131,392,718	586.4457
06-30-2015	2015	Texas	556	8,597,017,161	6,730	730,504,453	844.7492
06-30-2015	2015	Utah	63	4,866,147,482	570	515,518,038	1,076.8101
06-30-2015	2015	Vermont	23	518,520,506	248	12,091,163	1,238.6275
06-30-2015	2015	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2015	2015	Virginia	140	6,587,486,848	2,524	278,289,947	993.2250
06-30-2015	2015	Washington	90	6,559,684,072	1,791	135,162,380	957.6853
06-30-2015	2015	West Virginia	78	3,084,703,573	657	31,680,694	649.4216
06-30-2015	2015	Wisconsin	269	4,777,219,095	2,168	140,261,259	798.0936
06-30-2015	2015	Wyoming	46	2,195,001,686	225	14,816,725	765.4487
06-30-2016	2016	Alabama	166	2,936,707,937	1,520	97,111,546	890.3411
06-30-2016	2016	Alaska	7	1,867,960,151	127	12,052,051	3,193.2095
06-30-2016	2016	American Samoa	2	16,841,668	3	158,582	6,019.0400
06-30-2016	2016	Arizona	66	6,761,307,101	1,248	114,676,634	1,723.4601
06-30-2016	2016	Arkansas	127	4,343,395,321	1,354	60,770,085	487.9191
06-30-2016	2016	California	226	8,739,202,435	6,992	1,269,490,634	1,053.7677
06-30-2016	2016	Colorado	141	6,717,621,494	1,517	125,337,801	965.5431
06-30-2016	2016	Connecticut	62	8,297,910,454	1,212	129,216,977	1,027.6102
06-30-2016	2016	Delaware	41	6,665,669,825	270	356,600,131	1,795.6650
06-30-2016	2016	District Of Columbia	32	8,930,086,191	229	45,996,063	1,294.4936
06-30-2016	2016	Federated States Of Micronesia	2	2,066,486	8	264,010	5,019.6531
06-30-2016	2016	Florida	241	10,249,380,062	5,287	541,660,075	771.0125
06-30-2016	2016	Georgia	237	7,654,545,922	2,439	225,317,093	1,039.1097
06-30-2016	2016	Guam	5	38,513,021	24	2,581,652	2,916.3487
06-30-2016	2016	Hawaii	12	64,987,469	276	40,756,473	2,634.4652
06-30-2016	2016	Idaho	32	6,299,801,726	502	23,202,917	1,085.5060
06-30-2016	2016	Illinois	540	8,737,798,995	4,503	473,229,977	624.0235
06-30-2016	2016	Indiana	155	5,588,132,423	2,125	118,780,092	500.3868
06-30-2016	2016	Iowa	331	4,196,823,867	1,549	80,471,168	202.2359
06-30-2016	2016	Kansas	314	4,388,705,784	1,465	70,381,106	232.3860
06-30-2016	2016	Kentucky	190	3,571,040,289	1,689	76,523,294	360.5477
06-30-2016	2016	Louisiana	143	2,618,806,744	1,555	102,149,014	865.4948
06-30-2016	2016	Maine	31	2,153,693,696	486	26,790,989	699.3008
06-30-2016	2016	Marshall Islands	1	1,918,461	1	116,021	10,000.0000
06-30-2016	2016	Maryland	100	6,604,308,650	1,591	136,171,426	1,016.3227
06-30-2016	2016	Massachusetts	169	8,609,462,413	2,192	356,367,522	1,199.2164
06-30-2016	2016	Michigan	136	6,687,986,961	2,714	200,399,519	913.6103
06-30-2016	2016	Minnesota	372	4,347,663,969	1,738	222,060,502	2,322.8464
06-30-2016	2016	Mississippi	98	2,197,422,931	1,160	50,639,689	610.6797
06-30-2016	2016	Missouri	336	5,009,101,443	2,345	165,985,442	449.6900
06-30-2016	2016	Montana	63	2,202,071,934	385	22,309,180	973.2850
06-30-2016	2016	Nebraska	202	2,370,192,598	1,074	63,088,898	548.4429
06-30-2016	2016	Nevada	48	7,964,090,955	503	204,423,116	4,680.2713
06-30-2016	2016	New Hampshire	42	2,233,798,068	429	31,901,607	1,348.8444
06-30-2016	2016	New Jersey	140	9,229,338,411	3,047	313,790,327	735.8104
06-30-2016	2016	New Mexico	58	4,184,599,734	487	30,683,526	1,139.3411
06-30-2016	2016	New York	212	10,091,409,560	5,175	1,534,329,319	1,477.7091
06-30-2016	2016	North Carolina	93	5,016,577,428	2,481	347,370,883	2,601.4662
06-30-2016	2016	North Dakota	87	2,307,783,696	429	26,142,191	414.2799
06-30-2016	2016	Northern Mariana Islands	4	38,136,979	8	582,261	4,876.2686
06-30-2016	2016	Ohio	232	5,708,320,455	3,784	323,662,580	901.9854
06-30-2016	2016	Oklahoma	228	4,102,825,034	1,350	83,725,620	415.6564
06-30-2016	2016	Oregon	51	6,657,046,191	1,026	71,189,658	1,153.8911
06-30-2016	2016	Palau	3	18,525,981	3	269,901	4,303.3774
06-30-2016	2016	Pennsylvania	208	8,916,913,347	4,300	365,848,869	825.0535
06-30-2016	2016	Puerto Rico	7	1,408,192,583	334	68,075,957	2,833.1911
06-30-2016	2016	Rhode Island	22	2,216,414,059	262	28,770,297	2,218.4430
06-30-2016	2016	South Carolina	86	4,778,881,669	1,288	79,022,916	926.7202
06-30-2016	2016	South Dakota	84	3,693,565,960	470	454,260,030	4,554.3032
06-30-2016	2016	Tennessee	207	4,866,488,385	2,154	138,282,871	588.6454
06-30-2016	2016	Texas	543	9,167,872,260	6,681	769,160,085	828.0368
06-30-2016	2016	Utah	57	5,267,388,072	544	563,128,203	1,279.6820
06-30-2016	2016	Vermont	23	597,421,241	243	12,619,859	1,227.1899
06-30-2016	2016	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2016	2016	Virginia	137	6,908,814,360	2,476	287,176,065	1,019.1797
06-30-2016	2016	Washington	87	7,079,479,366	1,758	143,085,138	944.0908
06-30-2016	2016	West Virginia	76	3,322,995,129	647	31,529,701	651.2460
06-30-2016	2016	Wisconsin	257	5,142,116,576	2,129	143,503,620	762.9533
06-30-2016	2016	Wyoming	45	2,347,351,690	224	15,451,315	802.4158
06-30-2017	2017	Alabama	161	3,015,366,457	1,496	100,424,571	867.9133
06-30-2017	2017	Alaska	7	1,889,527,617	127	12,168,954	3,202.9428
06-30-2017	2017	American Samoa	2	17,392,142	3	177,141	5,992.5697
06-30-2017	2017	Arizona	67	7,124,828,638	1,212	124,708,085	1,641.8567
06-30-2017	2017	Arkansas	122	4,472,477,895	1,346	64,161,737	507.8002
06-30-2017	2017	California	217	9,005,820,369	6,902	1,353,501,664	1,034.6381
06-30-2017	2017	Colorado	140	6,940,147,362	1,491	132,584,197	977.3878
06-30-2017	2017	Connecticut	62	8,662,013,743	1,183	133,294,530	1,018.2973
06-30-2017	2017	Delaware	42	6,858,381,894	267	358,505,331	1,907.0877
06-30-2017	2017	District Of Columbia	30	9,198,354,394	221	47,135,855	1,276.9743
06-30-2017	2017	Federated States Of Micronesia	2	2,107,138	8	310,802	5,058.9939
06-30-2017	2017	Florida	228	10,558,035,805	5,136	563,792,853	765.6874
06-30-2017	2017	Georgia	227	7,918,188,253	2,347	240,826,362	1,058.3243
06-30-2017	2017	Guam	5	40,051,607	24	2,790,623	2,918.2342
06-30-2017	2017	Hawaii	12	68,810,895	273	44,210,816	2,626.6719
06-30-2017	2017	Idaho	32	6,481,841,909	496	25,046,302	1,033.9027
06-30-2017	2017	Illinois	518	9,138,041,955	4,385	479,478,281	603.3488
06-30-2017	2017	Indiana	150	5,748,391,456	2,070	124,439,586	504.4508
06-30-2017	2017	Iowa	327	4,322,119,174	1,538	83,888,033	200.3154
06-30-2017	2017	Kansas	301	4,540,209,713	1,452	73,328,760	231.0847
06-30-2017	2017	Kentucky	180	3,679,243,605	1,664	79,290,786	364.0100
06-30-2017	2017	Louisiana	140	2,688,576,427	1,521	104,702,846	919.2784
06-30-2017	2017	Maine	31	2,255,494,881	484	27,924,083	675.8485
06-30-2017	2017	Marshall Islands	1	1,962,734	1	161,552	10,000.0000
06-30-2017	2017	Maryland	95	6,761,705,388	1,542	142,885,770	1,013.8052
06-30-2017	2017	Massachusetts	158	7,360,441,981	2,176	350,006,796	1,130.6493
06-30-2017	2017	Michigan	126	6,899,608,773	2,599	210,602,492	956.1614
06-30-2017	2017	Minnesota	363	4,569,965,927	1,701	234,181,047	2,232.9300
06-30-2017	2017	Mississippi	99	2,238,678,091	1,146	53,061,218	611.3904
06-30-2017	2017	Missouri	324	5,192,104,366	2,306	177,519,248	453.0598
06-30-2017	2017	Montana	59	2,241,398,175	383	23,000,599	1,008.5157
06-30-2017	2017	Nebraska	194	2,411,149,810	1,080	64,351,964	548.0283
06-30-2017	2017	Nevada	47	8,226,629,302	497	231,192,461	5,066.7745
06-30-2017	2017	New Hampshire	41	2,332,818,741	422	33,080,313	1,307.5373
06-30-2017	2017	New Jersey	137	9,555,928,368	2,979	331,060,493	746.6647
06-30-2017	2017	New Mexico	58	4,312,037,186	472	30,559,059	1,081.7637
06-30-2017	2017	New York	212	10,426,172,019	5,038	1,683,281,581	1,425.4397
06-30-2017	2017	North Carolina	92	5,210,811,318	2,418	363,305,861	2,703.3714
06-30-2017	2017	North Dakota	86	2,351,387,490	428	27,297,795	416.4186
