Date	Year	state_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI
06-30-2005	2005	Washington	124	2,452,255,207	1,832	91,469,300	947.7325
06-30-2005	2005	West Virginia	89	1,479,253,868	639	23,339,956	645.3527
06-30-2005	2005	Wisconsin	318	1,853,849,873	2,298	100,642,976	617.0252
06-30-2005	2005	Wyoming	51	680,323,555	210	8,562,869	572.2823
06-30-2006	2006	Alabama	182	1,092,264,778	1,470	71,380,407	718.7385
06-30-2006	2006	Alaska	9	491,026,557	133	6,708,073	2,650.0318
06-30-2006	2006	American Samoa	2	10,731,715	7	176,589	5,039.4871
06-30-2006	2006	Arizona	83	3,772,273,408	1,219	78,867,502	1,451.0108
06-30-2006	2006	Arkansas	170	1,798,347,883	1,445	44,219,592	316.1355
06-30-2006	2006	California	334	3,574,623,298	6,894	725,878,327	858.2540
06-30-2006	2006	Colorado	202	2,602,697,731	1,539	76,329,690	517.5994
06-30-2006	2006	Connecticut	73	3,589,204,050	1,232	79,183,891	879.4507
06-30-2006	2006	Delaware	43	702,923,428	262	153,944,551	1,741.9743
06-30-2006	2006	District Of Columbia	32	2,422,315,659	220	24,273,177	1,472.3639
06-30-2006	2006	Federated States Of Micronesia	2	861,544	6	118,219	5,075.4585
06-30-2006	2006	Florida	365	4,714,974,197	5,310	363,415,173	822.2936
06-30-2006	2006	Georgia	375	2,935,923,719	2,741	169,489,384	844.0433
06-30-2006	2006	Guam	7	1,043,290,716	32	1,638,606	2,107.8836
06-30-2006	2006	Hawaii	12	78,141,818	289	25,669,656	2,305.6988
06-30-2006	2006	Idaho	34	2,391,509,995	496	16,870,266	927.5021
06-30-2006	2006	Illinois	747	4,214,836,609	4,831	329,723,945	391.8437
06-30-2006	2006	Indiana	220	2,594,762,838	2,373	87,211,796	384.9142
06-30-2006	2006	Iowa	422	2,082,293,359	1,598	54,007,495	185.1313
06-30-2006	2006	Kansas	385	1,758,895,444	1,518	50,667,836	195.9133
06-30-2006	2006	Kentucky	251	2,171,930,277	1,781	60,623,492	301.8028
06-30-2006	2006	Louisiana	174	1,408,090,161	1,578	71,902,742	1,004.1752
06-30-2006	2006	Maine	41	1,379,667,391	510	19,551,905	732.1629
06-30-2006	2006	Marshall Islands	1	783,861	1	43,208	10,000.0000
06-30-2006	2006	Maryland	146	2,421,841,916	1,749	92,803,490	696.8045
06-30-2006	2006	Massachusetts	211	1,670,934,544	2,158	175,700,258	772.0831
06-30-2006	2006	Michigan	196	2,121,702,923	3,111	152,588,350	772.1915
06-30-2006	2006	Minnesota	485	850,838,098	1,808	97,070,541	1,148.9830
06-30-2006	2006	Mississippi	110	940,248,501	1,163	40,181,750	581.3157
06-30-2006	2006	Missouri	402	1,872,749,064	2,309	98,110,938	372.0002
06-30-2006	2006	Montana	85	643,142,911	371	13,747,517	532.2041
06-30-2006	2006	Nebraska	269	724,366,419	1,045	33,843,293	408.9728
06-30-2006	2006	Nevada	53	2,456,289,202	532	126,181,577	3,554.4221
06-30-2006	2006	New Hampshire	39	1,349,330,729	428	20,551,165	1,537.7573
06-30-2006	2006	New Jersey	174	4,322,372,142	3,279	213,305,765	585.7661
06-30-2006	2006	New Mexico	64	1,708,823,850	498	20,930,166	899.0744
06-30-2006	2006	New York	244	5,470,234,870	5,126	800,147,185	1,265.1778
06-30-2006	2006	North Carolina	136	2,309,681,076	2,606	195,193,246	2,154.4443
06-30-2006	2006	North Dakota	105	694,104,514	434	12,905,190	380.2741
06-30-2006	2006	Northern Mariana Islands	4	23,486,954	10	480,622	3,212.5198
06-30-2006	2006	Ohio	296	2,413,354,006	4,034	208,615,700	707.0197
06-30-2006	2006	Oklahoma	284	2,579,878,324	1,311	53,258,540	338.5432
06-30-2006	2006	Oregon	58	2,595,448,517	1,071	45,275,445	989.5121
06-30-2006	2006	Palau	2	868,127	2	26,175	5,684.5353
06-30-2006	2006	Pennsylvania	285	2,624,086,880	4,700	250,156,459	537.9654
06-30-2006	2006	Puerto Rico	12	1,118,728,220	571	59,062,737	1,438.3198
06-30-2006	2006	Rhode Island	25	1,380,837,091	243	23,766,052	2,439.3314
06-30-2006	2006	South Carolina	109	2,109,456,913	1,331	59,152,555	779.1282
06-30-2006	2006	South Dakota	97	774,021,156	468	75,196,514	6,400.8989
06-30-2006	2006	Tennessee	235	2,515,409,669	2,168	101,966,402	758.5534
06-30-2006	2006	Texas	703	4,802,112,691	6,259	402,477,836	625.1527
06-30-2006	2006	Utah	82	2,599,847,571	604	143,266,327	1,654.3782
06-30-2006	2006	Vermont	24	157,324,065	276	9,901,937	1,375.2795
06-30-2006	2006	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2006	2006	Virginia	170	2,444,997,375	2,512	172,784,951	769.8413
06-30-2006	2006	Washington	122	2,627,773,314	1,871	99,585,560	920.7389
06-30-2006	2006	West Virginia	90	1,691,416,810	645	24,828,487	647.1928
06-30-2006	2006	Wisconsin	320	2,035,928,830	2,336	103,510,960	595.2407
06-30-2006	2006	Wyoming	53	687,584,627	217	9,517,650	551.6470
06-30-2007	2007	Alabama	183	1,270,884,816	1,495	74,640,717	890.5595
06-30-2007	2007	Alaska	9	568,125,144	133	6,886,757	2,612.2309
06-30-2007	2007	American Samoa	2	10,566,075	7	173,600	5,047.4864
06-30-2007	2007	Arizona	87	4,044,496,883	1,279	80,016,119	1,395.3732
06-30-2007	2007	Arkansas	164	1,925,374,449	1,490	47,222,904	312.5727
06-30-2007	2007	California	350	5,163,954,143	7,122	750,872,265	847.5289
06-30-2007	2007	Colorado	197	2,737,491,588	1,612	81,252,121	511.7572
06-30-2007	2007	Connecticut	73	5,280,784,284	1,285	80,952,455	855.3479
06-30-2007	2007	Delaware	45	3,338,213,821	269	160,233,679	1,844.9893
06-30-2007	2007	District Of Columbia	35	3,991,628,057	229	25,646,306	1,601.7415
06-30-2007	2007	Federated States Of Micronesia	2	905,988	6	122,440	5,062.7998
06-30-2007	2007	Florida	376	6,611,287,281	5,600	373,711,462	743.3644
06-30-2007	2007	Georgia	380	3,213,624,238	2,813	177,919,970	742.7345
06-30-2007	2007	Guam	7	1,276,018,337	32	1,781,233	2,107.6096
06-30-2007	2007	Hawaii	12	78,312,774	288	26,817,870	2,306.0586
06-30-2007	2007	Idaho	36	2,601,216,611	522	17,679,815	874.9202
06-30-2007	2007	Illinois	730	5,831,167,910	4,952	338,899,825	374.2831
06-30-2007	2007	Indiana	209	3,002,799,620	2,390	88,569,331	398.3260
06-30-2007	2007	Iowa	415	2,293,348,750	1,630	56,576,150	169.0622
06-30-2007	2007	Kansas	382	1,833,451,640	1,543	54,056,557	188.7939
06-30-2007	2007	Kentucky	247	2,420,333,507	1,814	63,028,583	296.3883
06-30-2007	2007	Louisiana	171	1,617,510,735	1,606	72,979,532	987.6208
06-30-2007	2007	Maine	38	1,510,423,018	517	20,028,536	716.5015
06-30-2007	2007	Marshall Islands	1	828,699	1	54,221	10,000.0000
06-30-2007	2007	Maryland	145	4,019,982,923	1,805	94,987,481	674.6961
06-30-2007	2007	Massachusetts	209	3,053,770,288	2,177	180,791,772	713.6823
06-30-2007	2007	Michigan	189	2,435,263,489	3,137	154,684,204	783.2699
06-30-2007	2007	Minnesota	478	974,767,802	1,842	106,153,825	970.6743
06-30-2007	2007	Mississippi	108	1,070,466,945	1,180	41,618,754	667.5755
06-30-2007	2007	Missouri	397	2,170,968,526	2,376	102,606,790	342.9917
06-30-2007	2007	Montana	82	730,120,384	374	14,561,517	584.1841
06-30-2007	2007	Nebraska	263	820,424,128	1,067	36,020,653	433.1710
06-30-2007	2007	Nevada	60	3,900,294,879	565	188,115,189	2,870.6052
06-30-2007	2007	New Hampshire	39	1,458,012,325	432	21,522,307	1,500.3263
06-30-2007	2007	New Jersey	176	6,042,152,090	3,351	222,450,857	590.6213
06-30-2007	2007	New Mexico	65	1,923,260,152	505	21,938,083	871.8607
06-30-2007	2007	New York	248	6,265,736,396	5,267	722,801,486	1,197.7734
06-30-2007	2007	North Carolina	136	2,583,760,909	2,676	206,253,803	2,025.3371
06-30-2007	2007	North Dakota	104	786,610,890	442	13,887,806	364.8000
06-30-2007	2007	Northern Mariana Islands	4	23,965,680	10	488,912	3,228.3701
06-30-2007	2007	Ohio	294	2,664,680,947	4,082	209,093,692	670.1510
06-30-2007	2007	Oklahoma	272	2,870,553,203	1,349	57,530,391	355.6850
06-30-2007	2007	Oregon	59	2,822,436,649	1,086	47,943,926	926.2399
06-30-2007	2007	Palau	2	920,863	2	28,508	5,534.1730
06-30-2007	2007	Pennsylvania	284	4,332,308,762	4,758	259,410,941	531.4981
06-30-2007	2007	Puerto Rico	12	1,352,502,546	569	61,590,015	1,371.6477
06-30-2007	2007	Rhode Island	24	1,505,358,820	246	25,457,393	2,301.5222
06-30-2007	2007	South Carolina	107	2,492,085,940	1,370	64,091,141	749.6268
06-30-2007	2007	South Dakota	95	867,844,682	481	63,251,287	3,408.9031
06-30-2007	2007	Tennessee	236	2,795,317,051	2,270	107,031,019	795.3276
06-30-2007	2007	Texas	706	6,595,409,659	6,573	449,975,896	631.4266
06-30-2007	2007	Utah	84	2,975,216,097	615	181,651,811	1,224.1619
06-30-2007	2007	Vermont	24	283,483,734	273	9,928,805	1,316.1818
06-30-2007	2007	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2007	2007	Virginia	160	4,287,536,011	2,593	182,183,370	884.7018
06-30-2007	2007	Washington	125	2,895,708,045	1,898	105,673,251	873.6683
06-30-2007	2007	West Virginia	90	1,856,833,802	653	25,935,843	648.4103
06-30-2007	2007	Wisconsin	316	2,283,600,895	2,366	109,733,810	601.0641
06-30-2007	2007	Wyoming	54	779,266,205	226	10,591,095	540.3342
06-30-2008	2008	Alabama	187	1,315,708,197	1,564	76,564,292	839.4697
06-30-2008	2008	Alaska	9	672,310,578	134	13,659,912	3,011.1892
06-30-2008	2008	American Samoa	2	10,877,607	6	187,585	5,049.7684
06-30-2008	2008	Arizona	93	5,002,455,794	1,379	78,663,486	1,405.5134
06-30-2008	2008	Arkansas	159	2,128,841,437	1,513	47,147,996	316.9433
06-30-2008	2008	California	354	4,959,401,637	7,313	762,773,852	900.6841
06-30-2008	2008	Colorado	198	3,539,666,585	1,665	83,140,463	472.6080
06-30-2008	2008	Connecticut	73	5,971,082,013	1,304	83,201,197	914.9969
06-30-2008	2008	Delaware	42	3,654,348,562	274	176,862,454	2,160.0777
06-30-2008	2008	District Of Columbia	34	4,194,954,965	228	23,437,815	1,465.9877
06-30-2008	2008	Federated States Of Micronesia	2	943,663	6	127,297	5,000.0188
06-30-2008	2008	Florida	381	6,915,258,434	5,772	380,280,748	837.0094
06-30-2008	2008	Georgia	383	3,102,563,841	2,873	184,318,462	740.6779
06-30-2008	2008	Guam	7	1,251,901,062	32	1,845,392	2,161.1291
06-30-2008	2008	Hawaii	11	40,707,987	288	26,179,145	2,287.9287
06-30-2008	2008	Idaho	37	2,506,702,402	541	17,227,536	815.9129
06-30-2008	2008	Illinois	713	6,870,638,256	5,046	344,623,595	346.6528
06-30-2008	2008	Indiana	204	3,733,604,504	2,401	90,637,563	420.2800
06-30-2008	2008	Iowa	402	2,576,563,787	1,639	60,107,832	172.0659
06-30-2008	2008	Kansas	378	2,616,848,023	1,556	57,868,862	205.4804
06-30-2008	2008	Kentucky	234	2,946,996,897	1,828	64,391,276	296.4887
06-30-2008	2008	Louisiana	167	2,072,993,064	1,606	74,694,781	945.4209
06-30-2008	2008	Maine	36	1,716,183,114	519	34,766,733	2,132.4915
06-30-2008	2008	Marshall Islands	1	857,690	1	51,138	10,000.0000
06-30-2008	2008	Maryland	139	4,167,089,925	1,829	96,614,438	777.2191
06-30-2008	2008	Massachusetts	199	3,371,189,508	2,228	185,323,794	822.8427
06-30-2008	2008	Michigan	184	3,019,152,701	3,125	157,213,508	814.3551
06-30-2008	2008	Minnesota	468	2,517,062,464	1,861	101,114,781	1,068.8999
06-30-2008	2008	Mississippi	108	1,065,963,615	1,181	45,458,918	812.5717
06-30-2008	2008	Missouri	398	2,374,934,102	2,427	110,724,845	378.1245
06-30-2008	2008	Montana	82	832,275,003	387	15,526,452	620.1245
06-30-2008	2008	Nebraska	257	933,529,055	1,080	38,849,450	485.7927
06-30-2008	2008	Nevada	66	4,525,159,878	603	199,793,227	2,359.9643
06-30-2008	2008	New Hampshire	41	1,795,300,115	433	22,987,606	1,402.0381
06-30-2008	2008	New Jersey	174	6,355,079,717	3,381	227,188,713	717.6634
06-30-2008	2008	New Mexico	65	2,176,276,796	512	22,304,346	860.3760
06-30-2008	2008	New York	246	6,711,052,203	5,363	748,068,967	1,304.0286
06-30-2008	2008	North Carolina	138	2,762,085,280	2,746	219,477,104	2,295.1074
06-30-2008	2008	North Dakota	104	893,822,926	445	15,306,612	348.2372
06-30-2008	2008	Northern Mariana Islands	4	24,532,981	10	461,620	3,194.9072
06-30-2008	2008	Ohio	287	3,368,042,144	4,066	227,835,482	787.5208
06-30-2008	2008	Oklahoma	268	3,420,643,800	1,383	62,990,151	376.9396
06-30-2008	2008	Oregon	61	2,809,915,597	1,104	49,161,575	905.1433
06-30-2008	2008	Palau	2	949,821	2	33,617	5,151.3615
06-30-2008	2008	Pennsylvania	276	4,587,916,918	4,822	271,744,244	555.0191
06-30-2008	2008	Puerto Rico	12	1,326,276,515	554	64,521,043	1,460.0782
06-30-2008	2008	Rhode Island	23	1,751,958,906	247	29,587,227	2,639.8625
06-30-2008	2008	South Carolina	109	2,677,533,309	1,440	66,549,172	727.1702
06-30-2008	2008	South Dakota	96	983,844,749	482	74,884,976	3,578.2060
06-30-2008	2008	Tennessee	234	3,007,376,598	2,301	104,771,280	628.7680
06-30-2008	2008	Texas	704	6,909,177,774	6,887	484,230,687	636.3129
06-30-2008	2008	Utah	82	3,094,803,731	621	229,330,194	1,019.5564
06-30-2008	2008	Vermont	22	350,070,083	272	9,948,551	1,266.1332
06-30-2008	2008	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2008	2008	Virginia	153	4,594,297,194	2,650	193,910,112	841.4875
06-30-2008	2008	Washington	122	2,822,244,602	1,925	112,330,698	905.2417
06-30-2008	2008	West Virginia	87	2,321,946,128	664	26,889,146	672.3281
06-30-2008	2008	Wisconsin	307	2,959,750,620	2,389	114,838,497	620.2703
06-30-2008	2008	Wyoming	53	883,948,121	230	11,051,910	538.8527
06-30-2009	2009	Alabama	183	1,151,133,616	1,581	83,429,528	837.5845
06-30-2009	2009	Alaska	9	744,323,811	134	22,118,192	4,475.2879
06-30-2009	2009	American Samoa	2	12,542,322	6	212,119	5,016.1115
06-30-2009	2009	Arizona	93	4,811,731,014	1,405	82,259,167	1,429.2676
06-30-2009	2009	Arkansas	149	2,726,742,745	1,506	48,537,630	342.7499
06-30-2009	2009	California	352	6,481,088,984	7,401	834,349,192	1,008.1565
06-30-2009	2009	Colorado	193	4,833,451,024	1,661	86,098,450	505.6318
06-30-2009	2009	Connecticut	71	5,632,104,555	1,288	90,638,279	864.2166
06-30-2009	2009	Delaware	41	3,565,475,980	275	170,595,638	2,439.5474
06-30-2009	2009	District Of Columbia	31	5,743,146,057	237	23,057,303	1,222.7094
06-30-2009	2009	Federated States Of Micronesia	2	1,024,945	6	130,899	5,002.1510
06-30-2009	2009	Florida	368	6,453,146,241	5,820	400,978,730	755.3832
06-30-2009	2009	Georgia	359	4,563,902,167	2,840	186,132,037	675.8967
06-30-2009	2009	Guam	7	1,188,855,696	32	2,057,629	2,349.4796
06-30-2009	2009	Hawaii	11	42,542,824	290	28,671,093	2,315.7052
06-30-2009	2009	Idaho	35	4,191,774,554	543	17,991,515	906.8814
06-30-2009	2009	Illinois	696	6,551,535,492	4,989	360,684,791	364.5135
06-30-2009	2009	Indiana	201	5,040,977,496	2,425	94,164,555	402.0106
06-30-2009	2009	Iowa	394	2,644,598,878	1,638	64,378,920	173.8156
06-30-2009	2009	Kansas	374	2,510,399,219	1,569	57,762,564	195.6749
06-30-2009	2009	Kentucky	231	2,808,105,468	1,859	68,704,210	294.8899
06-30-2009	2009	Louisiana	166	1,969,043,142	1,633	78,827,540	874.2941
06-30-2009	2009	Maine	33	1,743,779,438	521	46,642,632	3,307.9615
06-30-2009	2009	Marshall Islands	1	939,983	1	61,590	10,000.0000
06-30-2009	2009	Maryland	137	4,285,430,222	1,843	108,164,912	846.6636
06-30-2009	2009	Massachusetts	197	5,173,877,549	2,245	189,870,183	767.0045
06-30-2009	2009	Michigan	173	4,252,732,095	3,085	163,767,093	775.4513
06-30-2009	2009	Minnesota	460	2,587,464,473	1,866	115,342,990	1,178.7965
06-30-2009	2009	Mississippi	106	912,633,943	1,199	44,120,934	667.4009
06-30-2009	2009	Missouri	391	2,197,005,115	2,447	123,851,430	384.4230
06-30-2009	2009	Montana	80	916,799,182	389	16,527,837	646.0696
06-30-2009	2009	Nebraska	253	1,033,774,625	1,089	46,312,733	596.1238
06-30-2009	2009	Nevada	62	5,934,940,236	598	195,061,523	3,036.3178
06-30-2009	2009	New Hampshire	40	1,832,241,713	430	25,019,933	1,424.6248
06-30-2009	2009	New Jersey	173	6,032,156,055	3,348	250,063,999	658.8766
06-30-2009	2009	New Mexico	67	2,238,897,750	520	24,843,231	890.2637
06-30-2009	2009	New York	247	6,326,513,177	5,415	791,022,426	1,427.6557
06-30-2009	2009	North Carolina	134	2,602,454,252	2,790	304,589,436	2,282.8879
06-30-2009	2009	North Dakota	102	972,551,559	445	16,703,796	342.7044
06-30-2009	2009	Northern Mariana Islands	4	27,136,006	10	452,808	3,299.9338
06-30-2009	2009	Ohio	275	3,315,312,428	4,054	235,435,690	759.7256
06-30-2009	2009	Oklahoma	264	3,292,641,597	1,396	67,432,039	395.7179
06-30-2009	2009	Oregon	61	4,469,912,153	1,120	52,620,345	910.5426
06-30-2009	2009	Palau	2	1,038,246	2	31,515	5,118.7604
06-30-2009	2009	Pennsylvania	261	6,239,005,397	4,789	294,781,940	565.1448
06-30-2009	2009	Puerto Rico	11	1,253,919,697	526	62,051,706	1,538.1687
06-30-2009	2009	Rhode Island	24	1,723,101,793	254	28,377,548	2,270.1764
06-30-2009	2009	South Carolina	107	2,533,438,918	1,463	69,795,010	688.2637
06-30-2009	2009	South Dakota	95	1,084,608,801	485	86,783,422	3,739.4763
06-30-2009	2009	Tennessee	233	2,871,395,973	2,332	111,068,286	604.9714
06-30-2009	2009	Texas	695	6,558,204,557	6,948	472,317,492	730.3653
06-30-2009	2009	Utah	78	3,098,046,346	625	310,835,750	1,001.5722
06-30-2009	2009	Vermont	22	381,547,701	267	10,314,185	1,217.9157
06-30-2009	2009	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2009	2009	Virginia	153	4,590,819,737	2,671	212,671,168	811.3529
06-30-2009	2009	Washington	121	4,505,355,564	1,924	113,333,701	763.2170
06-30-2009	2009	West Virginia	86	2,515,369,213	668	28,274,736	671.8043
06-30-2009	2009	Wisconsin	302	2,812,084,274	2,388	125,783,815	647.5914
06-30-2009	2009	Wyoming	48	962,983,222	235	11,727,506	770.2891
06-30-2010	2010	Alabama	173	1,759,086,044	1,578	82,059,493	859.2421
06-30-2010	2010	Alaska	8	1,195,848,253	133	8,907,321	2,989.1521
06-30-2010	2010	American Samoa	2	13,269,157	6	194,180	5,080.7309
06-30-2010	2010	Arizona	81	4,898,595,734	1,381	86,146,240	1,590.0602
06-30-2010	2010	Arkansas	146	3,258,902,942	1,483	50,877,672	332.4212
06-30-2010	2010	California	324	6,607,432,205	7,176	845,691,492	1,235.4136
06-30-2010	2010	Colorado	190	4,908,515,308	1,662	91,225,615	688.5547
06-30-2010	2010	Connecticut	68	6,276,354,285	1,296	95,830,159	910.6165
06-30-2010	2010	Delaware	39	5,190,695,000	274	290,304,691	1,741.2031
06-30-2010	2010	District Of Columbia	33	6,505,040,322	244	27,360,095	1,262.0777
06-30-2010	2010	Federated States Of Micronesia	2	1,084,922	6	144,116	5,000.4923
06-30-2010	2010	Florida	339	7,274,894,002	5,666	409,893,545	773.8684
06-30-2010	2010	Georgia	321	5,320,113,495	2,758	180,859,140	752.5205
06-30-2010	2010	Guam	7	1,184,080,071	32	1,925,945	2,166.6305
06-30-2010	2010	Hawaii	12	44,117,543	284	28,345,654	2,456.1069
06-30-2010	2010	Idaho	35	4,726,113,225	541	18,661,265	967.9512
06-30-2010	2010	Illinois	665	6,943,830,987	4,942	361,764,785	404.4814
06-30-2010	2010	Indiana	186	5,554,309,675	2,400	98,449,386	426.3834
06-30-2010	2010	Iowa	381	3,178,091,467	1,621	66,491,241	192.3486
06-30-2010	2010	Kansas	367	3,140,810,703	1,561	60,031,072	212.8947
06-30-2010	2010	Kentucky	227	2,813,608,230	1,827	68,869,194	307.0611
06-30-2010	2010	Louisiana	164	1,965,770,950	1,650	82,817,085	887.1109
06-30-2010	2010	Maine	33	1,792,788,762	511	27,598,496	937.4010
06-30-2010	2010	Marshall Islands	1	992,058	1	65,477	10,000.0000
06-30-2010	2010	Maryland	134	5,067,048,882	1,804	112,802,000	873.3499
06-30-2010	2010	Massachusetts	191	5,252,008,321	2,217	205,201,264	852.8320
06-30-2010	2010	Michigan	165	5,011,984,168	3,008	155,697,795	716.4251
06-30-2010	2010	Minnesota	444	3,123,095,371	1,842	129,661,957	1,429.9067
06-30-2010	2010	Mississippi	105	1,495,762,274	1,209	45,115,810	639.0252
06-30-2010	2010	Missouri	386	2,599,113,311	2,436	128,956,735	373.2091
06-30-2010	2010	Montana	78	1,436,354,030	392	17,546,081	642.7434
06-30-2010	2010	Nebraska	242	1,541,656,301	1,092	43,025,175	456.5913
06-30-2010	2010	Nevada	50	6,034,567,498	550	183,499,457	3,492.2163
06-30-2010	2010	New Hampshire	40	1,870,471,064	433	26,366,843	1,401.0314
06-30-2010	2010	New Jersey	170	6,679,530,373	3,338	246,492,205	693.9917
06-30-2010	2010	New Mexico	65	2,746,177,607	514	25,789,423	957.5074
06-30-2010	2010	New York	242	7,267,153,887	5,479	854,827,571	1,389.9663
06-30-2010	2010	North Carolina	129	3,288,289,180	2,779	207,412,639	1,504.0998
06-30-2010	2010	North Dakota	100	1,493,195,914	444	17,580,269	339.4400
06-30-2010	2010	Northern Mariana Islands	4	29,429,254	10	436,215	3,327.7561
06-30-2010	2010	Ohio	268	3,870,653,767	4,015	226,367,669	708.9182
06-30-2010	2010	Oklahoma	264	3,313,888,208	1,411	69,043,805	388.9946
06-30-2010	2010	Oregon	59	5,012,654,589	1,124	53,657,242	957.3148
06-30-2010	2010	Palau	2	1,095,001	2	36,753	5,186.6480
06-30-2010	2010	Pennsylvania	257	6,926,159,809	4,719	285,770,432	722.7685
06-30-2010	2010	Puerto Rico	8	1,232,078,698	484	50,548,344	2,153.2205
06-30-2010	2010	Rhode Island	25	1,985,559,017	259	39,828,043	1,931.6070
06-30-2010	2010	South Carolina	107	3,136,887,910	1,458	70,250,132	691.3908
06-30-2010	2010	South Dakota	93	1,658,082,852	487	107,436,472	3,634.9140
06-30-2010	2010	Tennessee	229	3,624,663,754	2,298	114,686,223	588.6091
06-30-2010	2010	Texas	679	6,779,131,699	6,965	499,211,301	676.4090
06-30-2010	2010	Utah	74	5,128,391,812	602	271,945,282	929.4526
06-30-2010	2010	Vermont	23	408,816,953	266	10,631,225	1,234.5324
06-30-2010	2010	Virgin Islands Of The U.S.	0	-	-	-	-
06-30-2010	2010	Virginia	153	5,252,766,957	2,684	214,271,057	793.5409
06-30-2010	2010	Washington	111	5,083,398,351	1,891	109,218,692	802.8664
06-30-2010	2010	West Virginia	85	2,504,916,243	664	28,784,182	636.5610
06-30-2010	2010	Wisconsin	299	3,585,333,977	2,351	126,660,105	641.5845
06-30-2010	2010	Wyoming	47	1,482,152,077	235	12,025,122	778.1767
Date	Year	state_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI
Date	Year	state_name	Num_Institutions	Total_Assets	Num_Offices	Depoits($000)	HHI
06-30-2011	2011	Alabama	173	1,854,304,796	1,570	84,217,992	977.3168
06-30-2011	2011	Alaska	8	1,252,818,638	132	9,303,475	3,147.3272
06-30-2011	2011	American Samoa	2	14,156,060	6	192,978	5,002.2416
06-30-2011	2011	Arizona	75	5,151,765,921	1,362	84,757,038	1,671.7466
06-30-2011	2011	Arkansas	145	3,365,470,806	1,484	51,988,518	353.0362
06-30-2011	2011	California	310	7,076,209,456	7,275	885,006,110	1,194.9347
06-30-2011	2011	Colorado	160	5,152,540,345	1,641	96,395,896	945.7057
06-30-2011	2011	Connecticut	70	6,724,007,601	1,301	101,504,604	974.3308
06-30-2011	2011	Delaware	41	5,486,322,219	287	323,380,741	1,831.5437
06-30-2011	2011	District Of Columbia	32	6,971,302,319	244	31,664,926	1,294.3463
06-30-2011	2011	Federated States Of Micronesia	2	1,229,206	8	159,194	5,134.5437
06-30-2011	2011	Florida	313	7,729,548,647	5,616	411,157,405	795.4645
06-30-2011	2011	Georgia	292	5,612,548,918	2,711	182,965,001	849.4433
06-30-2011	2011	Guam	7	1,320,067,040	33	2,094,833	2,190.4840
06-30-2011	2011	Hawaii	11	44,436,385	283	30,237,269	2,552.3517
06-30-2011	2011	Idaho	35	4,974,363,470	537	18,866,487	979.9510
06-30-2011	2011	Illinois	645	7,446,897,255	4,926	370,947,246	460.0956
06-30-2011	2011	Indiana	187	5,820,492,328	2,386	99,494,246	431.5790
06-30-2011	2011	Iowa	371	3,245,635,801	1,613	70,033,972	197.9640
06-30-2011	2011	Kansas	359	3,233,259,329	1,559	61,094,137	218.2113
06-30-2011	2011	Kentucky	224	3,046,662,527	1,808	69,060,270	299.5089
06-30-2011	2011	Louisiana	160	2,154,253,912	1,646	86,819,308	935.0384
06-30-2011	2011	Maine	33	1,793,464,955	519	30,694,143	1,211.4160
06-30-2011	2011	Marshall Islands	1	1,140,173	1	52,869	10,000.0000
06-30-2011	2011	Maryland	130	5,351,370,279	1,785	115,942,755	944.8305
06-30-2011	2011	Massachusetts	187	5,776,200,993	2,223	231,325,667	922.7706
06-30-2011	2011	Michigan	160	5,237,587,113	2,978	157,683,542	778.8708
06-30-2011	2011	Minnesota	438	3,147,423,273	1,821	150,477,910	1,596.3245
06-30-2011	2011	Mississippi	104	1,568,897,860	1,215	46,536,836	659.6977
06-30-2011	2011	Missouri	382	2,629,143,236	2,436	131,521,909	386.8058
06-30-2011	2011	Montana	79	1,523,725,744	392	18,009,218	644.4764
06-30-2011	2011	Nebraska	234	1,638,601,241	1,093	47,879,176	435.2097
06-30-2011	2011	Nevada	49	6,315,176,214	549	259,011,088	4,529.6605
06-30-2011	2011	New Hampshire	40	1,877,578,264	435	27,081,976	1,382.7708
06-30-2011	2011	New Jersey	168	7,118,390,586	3,320	255,399,592	697.9090
06-30-2011	2011	New Mexico	65	3,156,532,081	512	26,227,883	970.9182
06-30-2011	2011	New York	239	7,950,634,545	5,498	990,174,454	1,525.1503
06-30-2011	2011	North Carolina	128	3,550,634,942	2,760	284,210,134	2,626.3555
06-30-2011	2011	North Dakota	100	1,588,144,242	439	19,125,122	344.2453
06-30-2011	2011	Northern Mariana Islands	3	30,838,933	9	422,784	3,411.2442
06-30-2011	2011	Ohio	263	4,144,546,851	4,044	233,435,924	735.2472
06-30-2011	2011	Oklahoma	257	3,506,719,038	1,408	71,144,289	382.6144
06-30-2011	2011	Oregon	59	5,338,763,550	1,132	60,522,822	977.3964
06-30-2011	2011	Palau	2	1,253,313	2	40,154	5,291.4193
06-30-2011	2011	Pennsylvania	248	7,455,834,315	4,710	300,267,467	726.8778
06-30-2011	2011	Puerto Rico	9	1,362,428,810	443	50,074,039	2,269.0910
06-30-2011	2011	Rhode Island	26	2,171,208,741	260	43,682,246	1,989.4387
06-30-2011	2011	South Carolina	106	3,394,060,504	1,441	67,871,708	755.8576
